Stress_Level,Sector,Increased_Work_Hours,Work_From_Home,Hours_Worked_Per_Day,Meetings_Per_Day,Productivity_Change,Health_Issue,Job_Security,Childcare_Responsibilities,Commuting_Changes,Technology_Adaptation,Salary_Changes,Team_Collaboration_Challenges,Affected_by_Covid
Medium,IT,1,1,10.025.781.148.074.700,5.380.388.141.455.150,1,0,0,1,1,1,1,1,1
High,Education,0,1,7.329.285.858.908.010,3.681.543.187.635.100,1,0,0,1,1,0,1,1,1
Medium,IT,1,0,6.940.791.902.395.410,25.953.532.048.879.800,0,0,1,0,0,1,1,1,1
Medium,Education,1,1,6.905.650.791.712.460,33.614.233.891.672.500,0,0,0,0,1,0,0,1,1
High,Retail,0,1,7.724.686.243.054.640,412.835.461.113.432,0,0,0,0,1,0,1,1,1
Medium,Retail,0,1,1.140.421.586.820.320,13.195.635.033.593.900,0,0,1,0,0,0,0,1,1
Medium,Education,0,1,7.697.605.228.605.750,4.938.485.142.168.240,0,0,1,0,1,1,0,0,1
Medium,IT,1,0,6.427.405.189.250.280,4.129.031.273.404.540,1,1,0,1,1,1,1,1,1
Low,Healthcare,0,0,8.050.491.258.163.260,5.500.815.936.203.730,0,0,1,1,0,1,0,1,1
Medium,Education,1,1,11.510.167.211.523.000,4.912.206.330.657.030,1,1,0,1,1,1,0,0,1
Medium,IT,1,0,6.994.350.562.128.760,4.179.922.475.745.830,0,1,0,1,1,1,0,1,1
Medium,Education,0,1,563.798.998.313.811,34.662.475.969.758.000,1,0,1,1,0,0,0,0,1
Medium,Education,1,1,6.998.017.460.539.160,6.284.292.582.554.480,1,0,1,1,1,0,0,1,1
Medium,Education,1,1,8.257.527.472.696.860,725.480.903.025.405,0,0,1,1,1,1,0,1,1
High,Healthcare,0,0,937.648.190.165.068,3.491.275.892.410.280,1,0,1,1,0,0,0,1,1
Medium,Retail,0,1,1.001.376.715.736.440,5.563.440.210.553.820,1,0,0,1,1,1,0,0,1
Medium,IT,0,1,5.908.565.452.075.340,29.398.755.115.520.400,1,0,1,1,0,1,0,1,1
High,Healthcare,1,0,6.098.309.331.081.860,31.184.710.694.664.000,0,1,1,0,1,1,0,1,1
Low,Healthcare,1,1,735.347.548.122.502,34.206.325.727.522.500,0,0,0,0,1,1,1,1,1
High,IT,1,1,9.368.986.049.393.790,5.027.024.031.409.520,1,1,1,1,0,0,0,0,1
Low,Education,1,1,5.479.984.204.695.480,2.387.630.058.491.410,1,0,0,0,0,1,0,1,1
High,Retail,1,1,67.853.461.791.646.000,6.324.946.340.506.350,1,0,0,0,1,1,0,1,1
Medium,Education,1,1,6.814.512.541.176.100,5.406.808.386.059.540,1,0,0,1,0,1,0,1,1
High,Retail,0,1,9.883.497.710.728.740,4.992.272.808.143.320,1,1,0,0,1,0,1,1,1
Low,Education,1,1,9.056.521.521.328.870,3.559.278.000.995.960,1,0,0,0,1,0,0,0,1
Medium,IT,1,1,980.743.672.209.984,5.244.231.384.785.110,0,1,0,1,1,0,0,0,1
Medium,IT,0,1,10.677.355.948.466.100,-37.604.429.195.459.600,1,0,1,0,0,0,0,1,1
High,IT,1,1,7.388.699.809.821.830,4.661.352.045.238.740,1,1,1,1,0,1,0,0,1
Low,IT,1,1,5.625.187.690.292.630,4.240.183.101.494.110,0,0,0,0,0,0,0,0,1
Medium,Healthcare,1,0,563.807.276.430.596,1.170.676.652.173.150,0,0,1,0,0,0,0,0,1
Medium,IT,0,1,4.323.784.869.882.320,4.609.379.474.098.250,0,1,1,1,0,1,0,0,1
Medium,Healthcare,0,1,7.082.466.340.667.610,488.633.758.881.411,1,0,1,1,0,1,0,1,1
Medium,IT,0,1,72.315.547.703.365.200,12.194.008.827.487.300,1,0,0,1,1,1,0,0,1
Low,IT,1,1,9.575.106.813.610.090,22.198.428.735.218.700,1,1,1,0,1,0,1,1,1
High,Retail,0,1,8.033.828.434.353.200,70.965.837.277.764.200,1,1,1,1,0,1,0,1,1
Medium,IT,1,1,7.019.343.111.314.780,37.204.696.808.463.000,0,0,0,1,0,1,0,1,1
Low,IT,0,1,7.768.002.547.678.820,5.463.439.089.247.580,1,1,1,0,1,1,1,1,1
Medium,Education,1,1,5.922.053.032.570.470,5.690.202.886.434.510,0,0,1,1,1,0,0,1,1
Low,Healthcare,1,1,10.050.813.141.502.500,45.909.052.209.929.000,1,0,0,0,1,0,1,1,1
Medium,Healthcare,1,1,6.428.168.874.380.980,5.525.862.026.783.910,0,0,1,1,1,0,0,1,1
Medium,IT,0,1,5.720.137.456.128.200,8.306.674.627.529.220,0,0,0,1,1,1,0,1,1
Medium,Education,1,1,963.576.393.341.494,36.542.058.824.790.100,0,0,0,0,0,1,0,1,1
High,Healthcare,1,1,9.148.328.416.727.700,-6.208.980.907.608.900,0,0,0,0,1,0,0,1,1
Medium,IT,1,1,4.552.629.242.881.970,13.808.595.031.491.200,1,1,0,0,0,1,0,1,1
High,Healthcare,1,1,9.710.003.269.420.440,3.180.978.254.522.570,1,0,1,0,1,0,1,0,1
High,Retail,1,1,6.516.814.721.811.880,30.019.233.415.057.200,0,0,1,1,1,1,0,1,1
Low,Education,1,1,7.251.790.944.872.160,40.621.154.337.137.100,1,0,0,1,0,1,1,1,1
High,Healthcare,1,0,8.374.040.215.387.870,3.969.024.232.595.510,0,0,0,0,1,1,0,1,1
High,Healthcare,1,1,9.173.249.765.233.640,4.200.613.644.971.840,1,0,1,1,1,1,1,1,1
Medium,IT,1,0,8.890.958.349.375.050,4.262.064.472.946.010,1,0,0,0,1,1,1,1,1
Medium,Retail,0,1,7.900.363.338.187.990,4.499.384.086.904.450,1,0,1,0,0,0,0,1,1
High,Healthcare,1,1,7.150.713.342.168.170,25.614.329.838.820.500,0,1,1,0,1,0,0,1,1
Medium,Retail,1,1,8.824.441.387.130.890,2.912.811.520.954.290,1,0,1,1,0,1,0,1,1
High,IT,0,1,7.763.224.325.311.540,39.446.829.110.578.700,1,1,1,1,0,0,0,1,1
Low,Education,1,0,11.610.708.918.251.800,39.679.855.739.906.100,0,0,1,0,0,1,0,1,1
Medium,Retail,1,1,9.172.818.019.939.800,2.377.108.952.055.550,0,0,1,0,1,0,1,1,1
Low,Education,1,1,615.316.875.001.929,5.622.339.071.519.570,1,0,1,0,1,1,1,1,1
Medium,Education,1,1,7.044.800.097.252.690,50.872.010.163.262.300,1,0,0,0,1,0,0,1,1
High,Healthcare,1,1,8.096.384.354.519.650,2.710.424.971.955.300,0,0,0,0,1,1,1,1,1
Medium,IT,1,1,1.059.886.243.014.090,36.874.509.806.249.700,1,1,1,0,0,1,0,1,1
Medium,Education,1,1,1.082.221.001.822.420,7.014.309.476.195.670,1,1,1,1,1,0,0,1,1
Medium,IT,1,1,7.207.730.559.268.870,4.240.865.556.751.420,0,0,0,0,0,1,0,0,1
Low,Retail,1,1,6.132.731.566.821.110,45.935.289.328.000.900,0,0,0,1,0,1,0,1,1
High,Healthcare,1,1,5.877.004.717.587.620,30.865.966.733.033.000,1,1,0,1,0,1,0,0,1
Medium,Healthcare,1,1,850.485.751.443.156,35.303.318.372.074.800,0,0,1,1,0,1,0,1,1
High,Healthcare,1,1,12.607.568.618.434.900,6.266.988.978.675.100,0,0,1,1,0,1,0,1,1
Medium,Healthcare,1,0,9.078.188.208.510.200,4.169.941.640.938.800,1,1,0,0,0,0,0,0,1
Medium,Retail,0,1,4.812.174.946.631.980,38.936.076.716.906.700,1,1,1,1,0,1,0,0,1
High,Education,1,0,6.547.991.793.507.990,4.011.461.628.904.690,0,0,1,1,1,1,0,0,1
Low,Education,1,0,6.752.171.596.310.170,7.818.074.182.622.770,1,1,1,0,0,0,0,1,1
Medium,Education,1,1,6.355.994.959.770.180,4.059.711.254.721.820,0,0,0,0,1,0,0,1,1
Medium,IT,0,0,722.421.235.013.156,2.754.884.951.179.590,0,0,1,0,1,0,0,0,1
Medium,IT,1,1,8.738.789.722.039.880,30.169.736.475.771.400,0,0,0,0,1,0,0,0,1
Medium,Education,1,0,9.363.962.338.645.290,5.171.134.003.582.150,0,1,1,0,1,1,0,1,1
Medium,Retail,1,1,10.183.526.981.833.200,18.572.783.100.298.300,1,0,0,1,0,1,0,1,1
High,IT,0,0,9.048.405.146.094.350,46.758.744.721.963.400,1,0,0,0,0,1,0,1,1
High,Retail,0,0,4.091.699.519.342.310,2.914.273.708.525.830,0,0,0,0,1,1,0,1,1
Medium,Retail,1,1,5.885.390.824.937.370,12.118.456.653.219.800,1,1,0,0,1,1,0,1,1
Medium,Healthcare,1,1,7.683.811.926.281.610,2.529.891.674.629.600,0,1,1,1,1,1,0,1,1
High,Retail,1,1,8.294.559.711.534.950,4.041.300.714.517.980,1,0,0,1,1,1,0,1,1
Medium,Retail,1,1,9.722.836.719.752.510,6.092.751.090.239.220,0,0,1,0,1,0,0,1,1
Medium,Education,1,1,8.086.368.352.433.540,5.369.994.117.919.950,0,1,0,0,0,0,0,1,1
Low,Education,1,0,8.101.414.507.727.340,35.594.646.607.438.700,0,0,1,1,1,1,1,1,1
Medium,Education,1,1,847.559.472.627.812,545.828.060.472.714,0,0,1,0,1,0,0,1,1
Medium,Healthcare,1,0,7.489.956.522.437.590,34.648.302.561.414.100,0,1,0,1,1,1,0,1,1
Medium,IT,1,1,8.173.770.279.755.620,1.800.232.622.881.160,0,0,1,1,0,1,1,1,1
Medium,Education,1,0,102.516.643.580.235,4.031.631.453.449.010,1,0,0,1,0,1,1,1,1
High,Retail,1,1,7.832.178.202.431.990,17.410.990.074.898.200,1,0,1,1,1,1,0,0,1
Medium,Retail,1,1,7.939.574.546.431.430,5.187.112.461.227.590,0,0,1,0,1,1,0,0,1
High,Retail,1,1,7.932.829.190.465.620,5.208.820.133.510.310,0,1,0,0,0,1,0,1,1
Medium,Education,0,1,10.595.547.627.582.300,26.800.450.907.046.000,1,1,1,0,1,1,0,0,1
High,IT,0,1,5.783.893.346.341.110,4.218.396.260.238.490,1,0,0,0,0,0,0,1,1
High,IT,1,1,1.155.169.378.958.230,4.204.073.851.287.160,0,1,1,0,0,1,0,1,1
Low,IT,1,1,5.647.236.290.968.970,53.079.450.726.508.600,1,0,0,0,1,1,1,1,1
Medium,Education,0,1,6.691.559.477.344.480,2.132.397.619.024.220,0,1,1,0,0,0,1,1,1
Low,Retail,1,1,948.947.653.943.064,489.923.128.535.227,1,0,1,1,0,1,0,1,1
High,IT,0,1,10.060.633.390.947.300,2.024.846.123.491.730,0,0,1,0,0,1,1,1,1
High,Healthcare,1,1,5.193.001.966.003.020,5.165.783.106.509.300,0,1,1,1,1,1,0,1,1
Medium,Retail,1,1,5.814.596.273.505.820,55.940.461.019.997.100,0,0,0,0,0,0,0,1,1
Medium,Healthcare,1,1,8.555.685.618.943.690,29.956.129.095.401.600,0,0,0,0,1,1,0,1,1
Medium,Education,1,1,12.688.838.775.527.500,58.286.932.998.123.000,0,0,0,1,0,1,1,1,1
Medium,Retail,0,1,10.492.525.561.997.300,16.389.505.554.718.100,1,0,1,0,0,0,0,1,1
Medium,Retail,1,1,75.038.059.007.363.700,5.649.375.167.815.820,1,0,1,1,1,0,0,0,1
Low,Education,0,1,3.161.741.723.848.480,6.157.684.357.243.960,1,0,0,1,1,0,1,0,1
Medium,IT,1,1,8.163.285.468.842.310,4.518.722.791.227.290,0,1,0,0,1,0,0,1,1
High,Healthcare,0,1,8.724.593.607.293.100,37.067.113.284.559.500,0,1,1,0,0,0,1,1,1
Medium,Healthcare,1,1,7.234.609.717.834.390,44.686.297.301.498.800,1,0,1,0,0,1,0,0,1
Medium,Education,1,1,6.298.552.018.906.800,30.943.624.469.033.000,0,0,1,1,1,1,0,1,1
Medium,IT,1,0,8.318.330.520.642.770,79.369.400.187.441.100,1,0,0,1,0,1,0,1,1
High,Retail,1,1,6.115.477.612.212.070,3.120.203.064.348.560,1,0,1,0,1,0,0,0,1
High,Healthcare,1,0,11.744.897.321.617.400,5.976.101.754.485.970,0,0,0,0,1,1,0,1,1
Medium,Education,0,1,11.033.489.595.067.600,2.888.158.873.863.780,1,1,0,0,1,1,0,0,1
High,Healthcare,0,1,9.315.825.263.185.520,6.395.212.419.255.470,1,0,0,1,0,1,0,0,1
High,IT,1,1,8.179.421.138.238.630,7.018.492.872.632.750,1,0,1,1,0,1,1,1,1
High,Education,0,1,667.967.182.677.288,4.578.986.216.529.010,1,0,0,1,1,1,1,1,1
High,Healthcare,0,0,7.958.425.632.218.190,4.429.985.902.850.720,0,1,0,0,0,0,1,1,1
Low,Education,0,0,11.278.594.270.414.500,2.565.131.462.823.130,1,1,1,1,1,1,0,0,1
Medium,Education,1,1,9.737.308.116.873.250,2.386.498.585.647.570,1,1,0,0,1,0,0,1,1
High,Healthcare,1,1,840.738.455.695.292,4.446.871.907.748.440,1,0,1,1,0,0,0,1,1
High,IT,1,1,984.794.866.833.519,6.187.288.715.771.680,1,0,1,1,1,1,0,1,1
Low,IT,1,1,9.091.221.326.761.650,31.776.962.662.764.500,0,0,0,1,0,1,0,1,1
Medium,Education,0,1,8.792.555.079.773.740,73.118.938.266.912.700,0,0,0,0,0,0,0,0,1
Medium,Healthcare,1,1,9.961.126.517.983.070,3.084.781.090.555.240,1,1,0,1,0,1,1,1,1
Medium,Healthcare,0,1,9.034.055.289.649.510,4.344.087.911.124.950,0,0,0,1,1,0,1,1,1
Medium,Healthcare,1,1,9.717.102.940.206.750,4.348.024.699.605.480,0,1,0,0,1,1,0,0,1
Medium,IT,0,1,8.322.774.099.269.010,38.476.984.371.467.200,0,0,1,1,1,0,0,0,1
High,Retail,1,1,7.491.748.353.619.790,9.342.587.255.106.540,0,1,0,1,0,1,0,1,1
High,Retail,0,1,6.903.674.242.119.700,3.071.390.349.353.650,0,1,0,1,1,0,1,1,1
High,Healthcare,1,1,6.665.380.789.058.080,42.994.589.384.543.000,0,1,1,0,1,1,0,1,1
Medium,Education,0,1,4.789.659.115.116.930,38.560.223.560.296.700,0,0,0,1,0,0,1,0,1
High,Education,1,1,6.176.120.106.376.670,4.954.303.989.104.170,1,0,0,1,0,1,0,1,1
Low,Retail,1,1,6.118.292.940.835.630,5.135.253.867.987.770,1,1,1,1,0,0,0,1,1
Low,Retail,1,1,6.985.309.608.031.920,36.398.823.082.316.300,1,0,1,0,0,0,1,0,1
High,IT,1,1,11.124.488.421.276.500,2.556.354.441.526.830,0,0,1,1,1,0,0,1,1
Medium,Healthcare,1,1,76.848.760.888.924.400,632.247.655.807.512,1,1,1,1,1,1,0,0,1
Low,Healthcare,0,1,8.483.533.779.768.610,1.966.806.504.226.520,1,0,1,0,0,0,0,0,1
High,IT,0,1,8.546.639.289.023.850,3.107.039.164.851.770,0,0,1,0,0,1,1,1,1
High,Healthcare,1,1,11.175.161.825.684.700,2.725.060.114.039.290,0,1,0,1,0,0,1,0,1
High,Retail,1,1,6.848.829.092.309.410,5.119.686.432.703.160,1,0,0,1,1,0,1,1,1
Medium,Education,1,1,7.554.955.839.483.870,5.975.532.961.720.880,1,0,0,1,1,1,0,1,1
Medium,IT,0,0,7.787.601.256.451.630,3.739.459.936.733.580,1,0,0,1,1,1,1,0,1
Medium,Healthcare,1,1,10.273.069.711.549.500,4.344.665.140.502.360,0,1,0,0,1,0,1,1,1
Medium,IT,0,1,1.068.821.138.750.890,4.643.157.731.483.720,1,0,0,1,1,0,0,1,1
High,Healthcare,1,1,894.916.763.938.789,6.706.006.147.883.290,0,0,0,0,1,1,0,0,1
High,Healthcare,1,1,10.465.818.748.123.700,13.396.398.366.802.300,0,0,1,1,0,1,0,0,1
High,Healthcare,1,1,8.355.321.992.937.970,51.163.328.486.903.900,0,0,1,0,1,1,0,0,1
Low,Retail,1,0,7.654.793.504.766.350,4.564.787.121.909.250,0,0,1,0,1,1,0,1,1
High,IT,1,1,10.357.448.173.171.200,34.437.407.121.312.600,1,0,0,1,0,0,0,0,1
High,Healthcare,1,0,8.975.235.350.467.590,4.489.340.103.580.440,1,0,0,0,0,1,0,0,1
Medium,Retail,0,1,65.289.386.681.848.300,5.111.243.463.744.870,1,1,0,0,0,0,0,1,1
Medium,Retail,1,1,9.994.841.876.248.700,4.874.744.068.724.200,1,0,1,0,0,1,1,1,1
High,Healthcare,1,1,7.583.014.737.959.440,7.237.750.908.874.440,1,0,0,1,0,1,0,1,1
Low,Retail,0,0,7.338.352.954.551.590,4.191.222.381.690.520,1,0,1,1,1,1,0,1,1
High,Retail,1,1,9.786.008.736.399.420,4.040.357.774.935.480,1,0,0,0,0,0,0,0,1
Low,Education,1,1,7.822.335.718.310.170,37.280.518.214.953.300,1,1,1,0,0,0,1,1,1
Medium,Retail,1,1,877.791.707.208.058,4.829.468.255.718.830,1,1,1,0,1,1,0,1,1
High,Retail,1,1,9.323.879.168.141.590,39.519.126.077.710.700,0,1,1,0,1,0,0,1,1
High,IT,1,1,6.434.113.841.455.230,4.019.813.717.597.150,0,0,0,0,1,0,1,1,1
High,Education,1,1,8.769.701.129.364.400,4.026.744.790.009.380,0,1,1,0,1,1,0,1,1
High,IT,0,1,10.698.946.210.523.200,37.980.871.457.648.600,1,1,1,1,0,1,0,0,1
High,Education,0,1,6.087.065.712.520.770,30.869.907.967.713.800,1,0,1,0,1,0,0,1,1
High,IT,0,1,8.899.817.777.662.450,4.627.159.807.295.360,1,0,0,0,0,1,0,0,1
Medium,Retail,0,1,6.341.064.530.839.420,3.572.428.652.475.070,0,1,1,0,1,1,0,1,1
High,IT,1,1,10.042.795.367.680.700,49.205.192.542.306.600,0,0,0,1,0,1,0,1,1
Medium,Healthcare,1,0,10.023.811.167.499.500,4.166.151.443.391.990,1,0,1,0,1,1,0,0,1
Medium,IT,0,1,7.291.355.319.501.800,342.013.768.550.643,0,0,1,1,0,0,1,0,1
High,IT,1,0,12.419.257.304.381.700,6.347.245.607.552.590,1,0,0,0,1,1,0,0,1
High,Healthcare,0,1,10.213.250.618.274.500,38.465.311.216.795.300,1,0,1,0,0,1,0,1,1
High,Education,1,1,9.413.857.970.272.330,49.342.345.218.427.000,1,0,1,0,0,1,0,1,1
Low,Healthcare,0,1,930.122.179.221.227,2.950.025.641.011.840,1,0,1,1,0,0,0,1,1
Medium,Education,1,1,9.967.853.818.412.440,9.616.910.033.032.300,0,0,0,1,0,0,1,1,1
Medium,Healthcare,0,1,6.008.715.185.511.670,31.495.012.484.844.200,1,1,0,1,0,0,0,1,1
Medium,Retail,1,1,8.389.215.196.922.040,7.938.269.404.003.090,0,0,1,1,1,0,0,1,1
Medium,Healthcare,1,1,8.766.380.770.754.650,3.644.705.699.771.120,1,1,0,0,0,0,1,1,1
High,Education,1,1,7.199.727.873.394.870,6.202.970.521.808.580,0,0,1,1,1,0,0,1,1
Low,IT,0,1,892.959.053.888.793,26.420.724.668.850.200,1,0,0,0,1,1,0,1,1
Low,Retail,0,1,10.463.388.600.868.000,8.409.342.136.087.170,1,0,1,1,0,1,1,1,1
High,IT,0,0,7.156.461.824.468.180,625.038.548.651.879,1,0,0,1,0,1,1,0,1
High,Education,1,1,7.891.151.399.257.380,32.869.678.550.136.200,0,0,0,0,0,0,1,1,1
Low,IT,0,1,6.358.829.408.292.110,3.976.392.426.746.960,1,0,1,0,1,1,0,0,1
Medium,IT,1,1,4.426.021.980.378.410,5.182.419.953.696.610,0,0,0,1,0,0,0,0,1
Low,IT,1,1,9.557.864.361.041.020,4.784.759.147.483.720,0,0,0,0,0,1,0,1,1
High,Retail,1,1,7.948.532.410.321.500,5.125.768.629.417.800,0,1,1,1,1,0,0,1,1
Medium,IT,1,1,8.095.158.834.305.570,5.350.643.484.318.130,1,1,0,0,1,0,1,1,1
Medium,Education,1,1,6.026.452.763.652.940,13.808.280.511.158.100,0,0,0,0,0,0,0,0,1
Medium,Retail,0,1,7.628.992.941.927.610,18.784.783.897.899.700,0,1,0,0,1,0,0,1,1
Medium,Education,1,0,10.193.187.578.364.200,5.756.754.493.943.260,1,0,1,0,1,0,0,0,1
Medium,Retail,1,1,8.001.642.673.558.920,282.739.128.536.247,0,0,1,0,0,0,0,1,1
High,Healthcare,0,1,8.058.367.516.110.820,29.910.312.325.546.600,0,1,0,0,0,0,0,1,1
High,Education,0,1,8.415.056.555.726.840,2.105.736.216.753.520,1,0,1,1,0,1,1,1,1
High,Healthcare,1,1,5.527.235.743.187.080,3.392.578.165.978.770,1,1,0,0,1,1,0,1,1
High,Education,0,0,9.249.840.928.204.710,34.760.259.044.732.900,1,0,0,1,0,1,0,0,1
High,Education,1,1,5.489.603.770.168.330,25.938.089.684.722.600,0,1,1,1,0,1,1,1,1
Low,Healthcare,1,1,6.120.768.837.441.940,24.203.758.826.863.800,0,0,0,1,0,0,0,1,1
Low,Retail,0,1,5.901.570.461.985.670,4.477.994.638.263.550,0,0,0,0,0,1,1,0,1
High,Education,0,1,7.649.550.066.738.900,27.884.960.996.673.500,0,0,0,0,0,0,0,1,1
Low,IT,0,1,72.950.945.929.242.800,3.090.531.614.532.600,0,1,1,1,0,1,0,1,1
Medium,IT,1,1,7.997.549.923.383.490,7.205.824.798.388.790,1,0,1,1,1,1,0,1,1
Low,Retail,1,0,61.894.876.804.471.100,6.907.300.363.796.530,0,1,0,1,0,0,0,1,1
High,Education,1,1,10.010.990.640.612.700,5.412.736.044.212.050,0,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,9.668.055.137.452.660,3.257.790.920.009.580,0,0,0,0,0,0,0,0,1
Low,IT,1,1,765.237.297.421.656,26.513.785.965.134.100,0,1,0,1,0,0,0,1,1
High,Education,0,1,7.043.266.566.824.120,4.016.333.195.849.680,0,0,1,1,0,1,0,0,1
Medium,Education,0,1,68.412.850.133.096.000,39.751.996.156.035.100,0,0,1,0,1,1,0,1,1
Low,Education,1,0,7.379.710.009.978.640,20.860.501.457.280.200,0,0,1,0,1,0,1,0,1
High,Education,0,1,5.199.509.542.497.640,17.419.565.661.645.900,1,0,0,1,1,0,0,1,1
Low,Retail,0,1,6.080.785.375.576.310,32.108.861.387.249.900,1,0,1,0,1,1,1,1,1
High,Healthcare,1,1,9.720.240.783.969.930,165.493.820.365.073,1,0,0,0,1,1,0,1,1
Medium,Healthcare,1,1,8.603.624.972.151.730,4.257.069.920.085.310,0,0,0,1,0,0,0,0,1
Low,Healthcare,1,1,11.268.548.971.953.000,4.267.122.349.991.010,0,0,1,0,0,0,1,1,1
High,Healthcare,1,1,7.401.609.699.661.350,25.401.809.524.871.300,1,0,0,1,0,0,0,1,1
Medium,Retail,0,1,7.276.973.545.786.260,3.198.123.598.516.820,0,0,0,1,1,1,0,1,1
Medium,Healthcare,1,0,7.184.202.150.912.700,6.644.562.537.967.120,1,0,0,0,0,1,0,1,1
High,Retail,0,1,7.361.671.033.563.660,5.162.692.789.406.440,1,1,1,0,1,1,0,0,1
Medium,Education,1,1,6.680.091.973.706.800,3.321.620.843.936.640,1,0,0,1,0,1,0,0,1
Medium,IT,1,1,85.419.764.293.744,74.379.389.904.039.600,0,1,0,1,1,0,0,1,1
High,Retail,0,1,8.058.208.134.296.820,2.204.593.882.042.530,0,0,1,0,0,0,0,0,1
Medium,Healthcare,1,1,6.980.170.996.323.450,2.780.957.912.775.160,1,1,1,0,0,1,0,1,1
Medium,Healthcare,0,0,10.502.297.826.037.800,38.342.287.439.381.000,1,0,1,1,0,0,0,1,1
Medium,IT,1,1,11.793.165.844.972.600,1.703.489.401.935.520,1,0,0,0,0,1,0,1,1
Medium,Healthcare,1,1,103.331.544.111.468,668.546.374.694.177,0,1,0,0,1,1,0,0,1
Medium,Retail,1,1,911.624.802.616.679,4.274.728.058.063.920,1,0,1,1,1,1,1,0,1
Medium,Education,1,1,9.523.539.452.527.540,2.815.076.714.650.300,1,0,0,1,0,1,0,1,1
Medium,Healthcare,0,0,1.171.283.103.565.260,4.671.680.427.107.140,1,1,0,0,1,1,0,0,1
Medium,IT,1,1,9.520.638.631.518.840,4.219.083.772.446.830,0,0,0,0,0,0,0,1,1
Low,IT,1,1,6.829.628.294.801.430,35.430.233.738.112.300,1,0,0,0,0,1,0,1,1
Medium,Healthcare,0,1,8.784.545.053.301.090,218.722.724.976.778,1,0,0,0,1,1,0,1,1
High,Education,1,1,9.252.488.532.126.630,18.456.821.117.063.300,1,0,1,0,1,0,0,1,1
Low,IT,1,1,601.056.545.192.816,728.020.149.616.484,1,1,0,0,0,1,0,0,1
High,Education,1,1,7.430.138.362.713.640,19.708.976.723.350.000,1,1,0,1,1,1,0,1,1
Medium,IT,1,1,10.200.783.648.110.900,6.546.948.279.027.060,1,0,0,0,0,0,0,1,1
High,Healthcare,0,0,4.353.014.529.900.820,27.328.612.785.760.600,0,1,1,0,0,1,0,1,1
High,Healthcare,1,1,5.499.142.909.918.810,51.850.488.513.104.800,0,0,0,1,1,0,0,1,1
High,IT,0,0,76.471.858.927.433.400,4.698.149.635.121.160,0,1,0,1,0,1,0,1,1
Medium,Education,1,1,870.735.919.101.141,4.998.128.050.444.620,0,0,0,0,0,0,0,0,1
High,Retail,1,0,5.284.735.110.102.180,5.098.021.408.360.280,1,0,0,0,0,1,0,0,1
High,Education,1,1,7.746.421.496.668.110,1.582.651.566.493.730,0,0,0,0,1,1,0,1,1
Medium,Healthcare,1,0,10.307.537.078.177.100,29.854.810.112.887.300,0,0,1,0,1,0,0,1,1
Medium,Education,1,0,8.137.302.914.148.560,19.479.280.611.734.200,0,0,0,0,1,1,0,1,1
Low,Retail,1,1,9.878.177.887.262.260,42.839.515.912.713.900,0,1,1,1,1,0,0,1,1
Low,IT,0,1,6.815.771.757.329.990,2.014.983.501.813.660,1,0,0,0,0,1,0,0,1
Medium,IT,1,1,6.380.166.286.421.630,10.284.292.343.901.600,1,0,1,0,0,1,1,1,1
Medium,IT,1,1,9.697.747.660.570.090,36.437.839.951.846.300,1,1,0,0,0,1,0,1,1
Medium,Retail,1,0,873.853.106.931.238,6.863.814.212.688.310,0,0,1,1,0,1,0,1,1
Low,Retail,1,1,5.628.807.984.451.080,4.388.107.292.081.430,0,0,1,1,1,0,0,1,1
High,IT,1,1,6.398.318.167.674.420,2.113.555.714.933.380,1,0,1,0,0,1,1,0,1
Medium,Education,1,1,11.129.162.482.114.800,27.391.303.778.796.500,0,1,1,1,0,1,1,1,1
Medium,Retail,1,1,6.150.889.561.061.360,5.793.760.402.634.490,1,0,1,0,0,1,0,1,1
Medium,IT,1,1,9.868.657.493.451.990,6.475.153.320.712.810,1,1,1,0,1,0,0,0,1
Medium,Healthcare,1,1,7.043.626.605.532.600,1.805.627.669.532.880,0,1,1,0,0,1,0,1,1
Low,Retail,1,1,7.993.648.286.465.730,34.539.981.481.781.500,1,0,1,0,0,0,0,1,1
Medium,Healthcare,1,1,8.589.185.241.886.740,13.123.921.113.081.300,0,1,0,0,1,0,0,0,1
Medium,IT,1,1,37.980.375.790.008.000,27.464.982.874.288.400,1,0,0,1,1,1,1,1,1
High,Healthcare,0,1,5.074.565.329.145.400,6.627.732.671.536.310,0,0,0,1,1,1,0,0,1
Low,Healthcare,1,1,8.172.666.037.574.320,4.446.215.102.898.020,0,0,0,1,1,0,0,1,1
Medium,Healthcare,1,1,6.551.384.872.432.230,29.145.535.055.341.300,1,0,0,0,1,0,0,0,1
Medium,Healthcare,0,0,9.993.162.590.549.240,39.487.397.805.168.000,0,1,0,0,1,1,0,0,1
High,Healthcare,1,1,478.775.823.826.375,3.159.161.414.970.080,1,1,0,0,1,1,0,1,1
High,Healthcare,0,1,9.130.510.112.515.970,38.613.691.302.586.100,1,0,0,0,0,0,0,0,1
Medium,Education,1,0,5.247.557.559.191.340,5.115.803.078.549.440,0,0,0,0,0,0,0,1,1
Medium,IT,0,1,72.957.900.117.111.400,35.033.530.151.394.400,0,0,1,1,0,0,1,1,1
Medium,Retail,1,0,5.871.244.471.524.070,4.329.987.210.887.650,0,0,1,0,1,1,0,1,1
